837910,563,7/8/2015 11:03,Clay at Battery,41,7/8/2015 11:13,Powell Street BART,39,360,Subscriber,94111
837909,2389,7/8/2015 11:03,Powell Street BART,39,7/8/2015 11:43,2nd at Folsom,62,265,Subscriber,94107
837908,564,7/8/2015 11:01,Golden Gate at Polk,59,7/8/2015 11:11,Post at Kearny,47,111,Subscriber,94117
837907,1116,7/8/2015 11:01,Powell Street BART,39,7/8/2015 11:19,Embarcadero at Sansome,60,364,Customer,nil
837906,392,7/8/2015 11:00,Grant Avenue at Columbus Avenue,73,7/8/2015 11:06,Embarcadero at Sansome,60,624,Subscriber,94109
837900,657,7/8/2015 10:51,2nd at South Park,64,7/8/2015 11:02,Post at Kearny,47,454,Subscriber,94107
837896,1210,7/8/2015 10:54,Grant Avenue at Columbus Avenue,73,7/8/2015 11:14,San Francisco Caltrain 2 (330 Townsend),69,611,Subscriber,94105
837895,746,7/8/2015 10:51,Townsend at 7th,65,7/8/2015 11:04,Spear at Folsom,49,603,Subscriber,94103
837894,224,7/8/2015 10:49,Howard at 2nd,63,7/8/2015 10:53,5th at Howard,57,449,Subscriber,94107
837893,132,7/8/2015 10:48,Market at Sansome,77,7/8/2015 10:51,2nd at South Park,64,540,Subscriber,94705
837892,402,7/8/2015 10:47,Embarcadero at Sansome,60,7/8/2015 10:54,Beale at Market,56,577,Subscriber,94109
837891,5044,7/8/2015 10:47,Mountain View Caltrain Station,28,7/8/2015 12:11,Mountain View Caltrain Station,28,683,Subscriber,94111
837890,586,7/8/2015 10:44,Powell at Post (Union Square),71,7/8/2015 10:54,Embarcadero at Sansome,60,259,Subscriber,94109
837888,305,7/8/2015 10:43,Spear at Folsom,49,7/8/2015 10:48,Yerba Buena Center of the Arts (3rd @ Howard),68,423,Subscriber,94105
837887,460,7/8/2015 10:43,San Jose Diridon Caltrain Station,2,7/8/2015 10:50,San Jose Civic Center,3,176,Subscriber,94070
837886,253,7/8/2015 10:43,Mountain View Caltrain Station,28,7/8/2015 10:47,Mountain View City Hall,27,37,Subscriber,94401
837885,808,7/8/2015 10:42,St James Park,13,7/8/2015 10:55,SJSU 4th at San Carlos,12,205,Customer,nil
837884,328,7/8/2015 10:40,San Antonio Caltrain Station,29,7/8/2015 10:46,San Antonio Shopping Center,31,258,Subscriber,94115
837883,453,7/8/2015 10:40,Harry Bridges Plaza (Ferry Building),50,7/8/2015 10:47,Market at 4th,76,571,Subscriber,94534
837882,652,7/8/2015 10:40,Embarcadero at Sansome,60,7/8/2015 10:50,Mechanics Plaza (Market at Battery),75,409,Subscriber,94111
837881,4771,7/8/2015 10:38,Harry Bridges Plaza (Ferry Building),50,7/8/2015 11:58,Embarcadero at Vallejo,48,327,Customer,98072
837880,4814,7/8/2015 10:38,Harry Bridges Plaza (Ferry Building),50,7/8/2015 11:58,Embarcadero at Vallejo,48,398,Customer,98072
837879,895,7/8/2015 10:33,2nd at South Park,64,7/8/2015 10:48,Commercial at Montgomery,45,329,Subscriber,94107
837878,509,7/8/2015 10:34,Temporary Transbay Terminal (Howard at Beale),55,7/8/2015 10:42,Broadway St at Battery St,82,366,Subscriber,94608
837877,5049,7/8/2015 10:33,Harry Bridges Plaza (Ferry Building),50,7/8/2015 11:58,Embarcadero at Vallejo,48,361,Customer,98072
837876,5082,7/8/2015 10:33,Harry Bridges Plaza (Ferry Building),50,7/8/2015 11:58,Embarcadero at Vallejo,48,278,Customer,98072
837875,521,7/8/2015 10:33,Embarcadero at Bryant,54,7/8/2015 10:41,Embarcadero at Vallejo,48,587,Subscriber,94105
837874,358,7/8/2015 10:32,Howard at 2nd,63,7/8/2015 10:38,San Francisco Caltrain (Townsend at 4th),70,606,Subscriber,94107
837873,344,7/8/2015 10:29,Howard at 2nd,63,7/8/2015 10:35,Steuart at Market,74,492,Subscriber,94061
837872,1228,7/8/2015 10:28,Beale at Market,56,7/8/2015 10:49,Market at 10th,67,347,Customer,95390
837869,475,7/8/2015 10:26,Post at Kearny,47,7/8/2015 10:33,2nd at Townsend,61,487,Subscriber,94109
837868,739,7/8/2015 10:23,Townsend at 7th,65,7/8/2015 10:35,Temporary Transbay Terminal (Howard at Beale),55,491,Subscriber,94107
837867,1252,7/8/2015 10:22,Embarcadero at Vallejo,48,7/8/2015 10:43,2nd at Townsend,61,397,Customer,nil
837866,1303,7/8/2015 10:22,Embarcadero at Vallejo,48,7/8/2015 10:44,2nd at Townsend,61,620,Customer,nil
837865,387,7/8/2015 10:22,Steuart at Market,74,7/8/2015 10:28,Embarcadero at Sansome,60,501,Subscriber,94612
837864,365,7/8/2015 10:18,Harry Bridges Plaza (Ferry Building),50,7/8/2015 10:24,Embarcadero at Sansome,60,409,Subscriber,94015
837863,588,7/8/2015 10:17,San Francisco Caltrain 2 (330 Townsend),69,7/8/2015 10:27,Temporary Transbay Terminal (Howard at Beale),55,366,Subscriber,95014
837862,778,7/8/2015 10:17,Market at Sansome,77,7/8/2015 10:30,San Francisco Caltrain (Townsend at 4th),70,484,Subscriber,94549
837861,160,7/8/2015 10:16,Temporary Transbay Terminal (Howard at Beale),55,7/8/2015 10:19,2nd at South Park,64,462,Subscriber,94105
837860,699,7/8/2015 10:15,Davis at Jackson,42,7/8/2015 10:27,2nd at Townsend,61,56,Subscriber,94111
837859,451,7/8/2015 10:15,San Francisco Caltrain (Townsend at 4th),70,7/8/2015 10:22,Howard at 2nd,63,492,Subscriber,94402
837858,413,7/8/2015 10:13,Powell Street BART,39,7/8/2015 10:20,San Francisco Caltrain 2 (330 Townsend),69,318,Subscriber,94606
837857,559,7/8/2015 10:08,2nd at South Park,64,7/8/2015 10:17,Yerba Buena Center of the Arts (3rd @ Howard),68,607,Subscriber,94107
837856,423,7/8/2015 10:10,Market at 4th,76,7/8/2015 10:17,Market at 10th,67,459,Subscriber,94133
837853,705,7/8/2015 10:08,Golden Gate at Polk,59,7/8/2015 10:20,San Francisco Caltrain 2 (330 Townsend),69,349,Subscriber,94107
837850,917,7/8/2015 10:07,Spear at Folsom,49,7/8/2015 10:23,Townsend at 7th,65,585,Subscriber,94105
837846,331,7/8/2015 10:06,Mechanics Plaza (Market at Battery),75,7/8/2015 10:11,Commercial at Montgomery,45,415,Subscriber,94704
837843,530,7/8/2015 10:04,Embarcadero at Bryant,54,7/8/2015 10:13,Embarcadero at Vallejo,48,544,Subscriber,94111
837841,223,7/8/2015 10:03,Evelyn Park and Ride,30,7/8/2015 10:07,Mountain View Caltrain Station,28,255,Subscriber,95051
837840,309,7/8/2015 10:02,San Francisco Caltrain 2 (330 Townsend),69,7/8/2015 10:08,Townsend at 7th,65,491,Subscriber,94107
837839,275,7/8/2015 10:02,Harry Bridges Plaza (Ferry Building),50,7/8/2015 10:07,Embarcadero at Vallejo,48,401,Subscriber,94607
837838,281,7/8/2015 10:02,Beale at Market,56,7/8/2015 10:06,Embarcadero at Vallejo,48,601,Subscriber,94111
837837,737,7/8/2015 9:59,Market at Sansome,77,7/8/2015 10:12,Market at 10th,67,598,Subscriber,94556
837836,605,7/8/2015 9:59,2nd at Townsend,61,7/8/2015 10:09,Harry Bridges Plaza (Ferry Building),50,409,Subscriber,94107
837835,410,7/8/2015 9:57,5th at Howard,57,7/8/2015 10:04,Beale at Market,56,485,Subscriber,94610
837832,462,7/8/2015 9:56,Mechanics Plaza (Market at Battery),75,7/8/2015 10:04,Howard at 2nd,63,473,Subscriber,94066
837831,533,7/8/2015 9:55,Powell Street BART,39,7/8/2015 10:04,Beale at Market,56,495,Subscriber,94107
837830,327,7/8/2015 9:55,Powell Street BART,39,7/8/2015 10:01,San Francisco Caltrain 2 (330 Townsend),69,590,Subscriber,94107
837827,668,7/8/2015 9:55,San Francisco Caltrain 2 (330 Townsend),69,7/8/2015 10:06,Howard at 2nd,63,354,Subscriber,94111
837826,720,7/8/2015 9:54,San Francisco Caltrain 2 (330 Townsend),69,7/8/2015 10:06,Powell at Post (Union Square),71,259,Subscriber,94070
837825,542,7/8/2015 9:54,San Francisco Caltrain (Townsend at 4th),70,7/8/2015 10:03,Yerba Buena Center of the Arts (3rd @ Howard),68,33,Subscriber,94066
837824,416,7/8/2015 9:54,Market at Sansome,77,7/8/2015 10:00,2nd at Townsend,61,407,Subscriber,94705
837821,290,7/8/2015 9:53,Clay at Battery,41,7/8/2015 9:58,Mechanics Plaza (Market at Battery),75,415,Subscriber,94103
837820,512,7/8/2015 9:53,San Francisco Caltrain (Townsend at 4th),70,7/8/2015 10:02,Harry Bridges Plaza (Ferry Building),50,327,Subscriber,95035
837817,298,7/8/2015 9:51,Beale at Market,56,7/8/2015 9:56,Broadway St at Battery St,82,372,Subscriber,94131
837816,175,7/8/2015 9:51,Harry Bridges Plaza (Ferry Building),50,7/8/2015 9:54,Clay at Battery,41,360,Subscriber,94960
837815,440,7/8/2015 9:51,2nd at Townsend,61,7/8/2015 9:58,Townsend at 7th,65,353,Subscriber,94107
837814,372,7/8/2015 9:50,Post at Kearny,47,7/8/2015 9:56,2nd at Folsom,62,352,Subscriber,94108
837813,221,7/8/2015 9:48,Mountain View Caltrain Station,28,7/8/2015 9:52,Mountain View City Hall,27,146,Subscriber,94107
837812,372,7/8/2015 9:48,Powell Street BART,39,7/8/2015 9:54,San Francisco Caltrain 2 (330 Townsend),69,531,Subscriber,94117
837811,627,7/8/2015 9:47,Civic Center BART (7th at Market),72,7/8/2015 9:57,Beale at Market,56,482,Subscriber,94103
837810,498,7/8/2015 9:47,Steuart at Market,74,7/8/2015 9:55,Embarcadero at Sansome,60,189,Subscriber,94521
837809,358,7/8/2015 9:47,5th at Howard,57,7/8/2015 9:53,Post at Kearny,47,109,Subscriber,94107
837808,222,7/8/2015 9:45,Powell at Post (Union Square),71,7/8/2015 9:49,Washington at Kearny,46,461,Subscriber,94109
837807,484,7/8/2015 9:45,Harry Bridges Plaza (Ferry Building),50,7/8/2015 9:53,2nd at Townsend,61,431,Subscriber,94579
837806,777,7/8/2015 9:41,2nd at South Park,64,7/8/2015 9:54,Davis at Jackson,42,659,Subscriber,94107
837805,770,7/8/2015 9:45,Temporary Transbay Terminal (Howard at Beale),55,7/8/2015 9:58,Townsend at 7th,65,581,Subscriber,94608
837803,427,7/8/2015 9:44,Temporary Transbay Terminal (Howard at Beale),55,7/8/2015 9:51,2nd at Townsend,61,409,Subscriber,94608
837799,250,7/8/2015 9:43,Embarcadero at Sansome,60,7/8/2015 9:47,Davis at Jackson,42,440,Subscriber,93922
837797,825,7/8/2015 9:43,Steuart at Market,74,7/8/2015 9:56,San Francisco Caltrain 2 (330 Townsend),69,491,Subscriber,94107
837796,198,7/8/2015 9:43,Mountain View Caltrain Station,28,7/8/2015 9:46,Mountain View City Hall,27,678,Subscriber,94107
837790,699,7/8/2015 9:40,Beale at Market,56,7/8/2015 9:52,San Francisco Caltrain 2 (330 Townsend),69,259,Subscriber,94945
837787,1060,7/8/2015 9:39,Temporary Transbay Terminal (Howard at Beale),55,7/8/2015 9:57,South Van Ness at Market,66,465,Subscriber,94611
837783,126,7/8/2015 9:38,Steuart at Market,74,7/8/2015 9:40,Spear at Folsom,49,578,Subscriber,94582
837782,692,7/8/2015 9:38,South Van Ness at Market,66,7/8/2015 9:49,2nd at South Park,64,329,Subscriber,94114
837781,386,7/8/2015 9:37,Market at 10th,67,7/8/2015 9:44,Market at 4th,76,267,Subscriber,94102
837780,437,7/8/2015 9:37,Powell Street BART,39,7/8/2015 9:44,San Francisco Caltrain 2 (330 Townsend),69,86,Subscriber,94015
837779,492,7/8/2015 9:36,Civic Center BART (7th at Market),72,7/8/2015 9:44,Townsend at 7th,65,603,Subscriber,94618
837778,484,7/8/2015 9:36,2nd at Townsend,61,7/8/2015 9:44,2nd at Folsom,62,311,Subscriber,95008
837777,371,7/8/2015 9:35,Embarcadero at Sansome,60,7/8/2015 9:42,Clay at Battery,41,456,Subscriber,94107
837774,296,7/8/2015 9:34,Beale at Market,56,7/8/2015 9:39,Broadway St at Battery St,82,278,Subscriber,94114
837773,458,7/8/2015 9:34,Embarcadero at Sansome,60,7/8/2015 9:41,Embarcadero at Folsom,51,342,Subscriber,94133
837772,5920,7/8/2015 9:33,San Jose Civic Center,3,7/8/2015 11:12,San Jose Civic Center,3,247,Customer,91942
837771,523,7/8/2015 9:32,Embarcadero at Sansome,60,7/8/2015 9:41,Beale at Market,56,372,Subscriber,92084
837766,167,7/8/2015 9:30,Market at Sansome,77,7/8/2015 9:33,Commercial at Montgomery,45,388,Subscriber,94122
837765,447,7/8/2015 9:30,Powell at Post (Union Square),71,7/8/2015 9:37,Steuart at Market,74,67,Subscriber,94108
837762,365,7/8/2015 9:29,2nd at Folsom,62,7/8/2015 9:36,San Francisco Caltrain (Townsend at 4th),70,33,Subscriber,94107
837758,269,7/8/2015 9:28,5th at Howard,57,7/8/2015 9:33,Market at 4th,76,459,Subscriber,94103
837755,423,7/8/2015 9:27,Beale at Market,56,7/8/2015 9:34,Broadway St at Battery St,82,559,Subscriber,94112
837754,478,7/8/2015 9:27,Grant Avenue at Columbus Avenue,73,7/8/2015 9:35,Spear at Folsom,49,585,Subscriber,94133
837752,692,7/8/2015 9:26,2nd at Townsend,61,7/8/2015 9:38,Davis at Jackson,42,505,Subscriber,95129
837751,570,7/8/2015 9:26,2nd at Townsend,61,7/8/2015 9:35,Steuart at Market,74,491,Subscriber,95120
837750,776,7/8/2015 9:25,2nd at Townsend,61,7/8/2015 9:38,Davis at Jackson,42,672,Subscriber,95111
837749,323,7/8/2015 9:25,2nd at Townsend,61,7/8/2015 9:31,Spear at Folsom,49,423,Subscriber,94107
837748,412,7/8/2015 9:25,2nd at Townsend,61,7/8/2015 9:32,Spear at Folsom,49,379,Subscriber,94404
837747,294,7/8/2015 9:24,Yerba Buena Center of the Arts (3rd @ Howard),68,7/8/2015 9:29,Market at Sansome,77,535,Subscriber,94030
837746,539,7/8/2015 9:20,2nd at South Park,64,7/8/2015 9:29,Market at Sansome,77,608,Subscriber,94062
837745,398,7/8/2015 9:23,Powell at Post (Union Square),71,7/8/2015 9:30,Market at 10th,67,380,Subscriber,94108
837744,426,7/8/2015 9:23,Embarcadero at Bryant,54,7/8/2015 9:30,Commercial at Montgomery,45,288,Subscriber,94105
837743,285,7/8/2015 9:22,Harry Bridges Plaza (Ferry Building),50,7/8/2015 9:27,Market at Sansome,77,376,Subscriber,94105
837742,1240,7/8/2015 9:22,Clay at Battery,41,7/8/2015 9:43,San Francisco Caltrain (Townsend at 4th),70,327,Subscriber,94133
837741,815,7/8/2015 9:22,Temporary Transbay Terminal (Howard at Beale),55,7/8/2015 9:36,Market at 10th,67,374,Subscriber,94608
837740,315,7/8/2015 9:22,Harry Bridges Plaza (Ferry Building),50,7/8/2015 9:27,Howard at 2nd,63,542,Subscriber,94590
837739,414,7/8/2015 9:21,Harry Bridges Plaza (Ferry Building),50,7/8/2015 9:28,Howard at 2nd,63,651,Subscriber,94903
837738,412,7/8/2015 9:21,Broadway St at Battery St,82,7/8/2015 9:28,Mechanics Plaza (Market at Battery),75,268,Subscriber,94960
837737,499,7/8/2015 9:21,Ryland Park,84,7/8/2015 9:29,San Jose Diridon Caltrain Station,2,670,Subscriber,95110
837736,345,7/8/2015 9:20,Beale at Market,56,7/8/2015 9:26,Broadway St at Battery St,82,586,Subscriber,94132
837735,171,7/8/2015 9:20,Commercial at Montgomery,45,7/8/2015 9:23,Market at Sansome,77,282,Subscriber,94122
837733,1330,7/8/2015 9:18,San Francisco Caltrain 2 (330 Townsend),69,7/8/2015 9:40,Mechanics Plaza (Market at Battery),75,493,Customer,94062
837732,531,7/8/2015 9:18,San Jose Diridon Caltrain Station,2,7/8/2015 9:27,St James Park,13,19,Subscriber,94105
837731,762,7/8/2015 9:18,San Francisco Caltrain (Townsend at 4th),70,7/8/2015 9:30,Market at 10th,67,267,Subscriber,94061
837730,773,7/8/2015 9:17,San Francisco Caltrain 2 (330 Townsend),69,7/8/2015 9:30,Broadway St at Battery St,82,478,Subscriber,94022
837729,393,7/8/2015 9:16,Powell Street BART,39,7/8/2015 9:23,Townsend at 7th,65,564,Subscriber,94518
837728,489,7/8/2015 9:17,Temporary Transbay Terminal (Howard at Beale),55,7/8/2015 9:25,Market at 4th,76,583,Subscriber,94610
837726,213,7/8/2015 9:16,Temporary Transbay Terminal (Howard at Beale),55,7/8/2015 9:19,Embarcadero at Folsom,51,635,Subscriber,94804
837725,568,7/8/2015 9:16,San Francisco Caltrain 2 (330 Townsend),69,7/8/2015 9:25,Embarcadero at Folsom,51,468,Subscriber,95054
837724,546,7/8/2015 9:15,San Francisco Caltrain 2 (330 Townsend),69,7/8/2015 9:25,Spear at Folsom,49,556,Subscriber,94402
837723,900,7/8/2015 9:15,San Francisco Caltrain 2 (330 Townsend),69,7/8/2015 9:30,Broadway St at Battery St,82,606,Subscriber,94027
837722,398,7/8/2015 9:15,San Francisco Caltrain 2 (330 Townsend),69,7/8/2015 9:21,5th at Howard,57,485,Subscriber,94306
