547746,504,11/17/2014 16:38,Embarcadero at Folsom,51,11/17/2014 16:47,San Francisco Caltrain (Townsend at 4th),70,423,Subscriber,94404
547745,803,11/17/2014 16:38,San Francisco Caltrain (Townsend at 4th),70,11/17/2014 16:51,Harry Bridges Plaza (Ferry Building),50,314,Subscriber,94591
547740,490,11/17/2014 16:36,Commercial at Montgomery,45,11/17/2014 16:45,Embarcadero at Folsom,51,328,Subscriber,94609
547739,191,11/17/2014 16:36,San Francisco Caltrain 2 (330 Townsend),69,11/17/2014 16:39,Townsend at 7th,65,361,Subscriber,94014
547738,185,11/17/2014 16:35,Embarcadero at Folsom,51,11/17/2014 16:39,Embarcadero at Bryant,54,290,Subscriber,94115
547737,569,11/17/2014 16:35,San Francisco Caltrain 2 (330 Townsend),69,11/17/2014 16:44,Powell Street BART,39,539,Subscriber,94549
547736,321,11/17/2014 16:35,Townsend at 7th,65,11/17/2014 16:40,Civic Center BART (7th at Market),72,521,Subscriber,94568
547735,518,11/17/2014 16:35,Market at 10th,67,11/17/2014 16:43,San Francisco Caltrain (Townsend at 4th),70,449,Subscriber,94041
547734,743,11/17/2014 16:34,Temporary Transbay Terminal (Howard at Beale),55,11/17/2014 16:47,Townsend at 7th,65,392,Subscriber,94107
547733,316,11/17/2014 16:34,Market at 4th,76,11/17/2014 16:39,Harry Bridges Plaza (Ferry Building),50,364,Subscriber,94952
547732,687,11/17/2014 16:31,Post at Kearny,47,11/17/2014 16:43,San Francisco Caltrain (Townsend at 4th),70,622,Subscriber,94040
547730,526,11/17/2014 16:30,Harry Bridges Plaza (Ferry Building),50,11/17/2014 16:39,San Francisco Caltrain (Townsend at 4th),70,513,Subscriber,94403
547728,313,11/17/2014 16:29,Embarcadero at Sansome,60,11/17/2014 16:35,Harry Bridges Plaza (Ferry Building),50,633,Subscriber,94507
547727,496,11/17/2014 16:29,Temporary Transbay Terminal (Howard at Beale),55,11/17/2014 16:37,San Francisco Caltrain (Townsend at 4th),70,314,Subscriber,94404
547724,469,11/17/2014 16:28,San Francisco Caltrain 2 (330 Townsend),69,11/17/2014 16:36,Powell Street BART,39,560,Subscriber,94577
547721,469,11/17/2014 16:28,Beale at Market,56,11/17/2014 16:35,Embarcadero at Sansome,60,324,Subscriber,94133
547720,233,11/17/2014 16:28,Santa Clara at Almaden,4,11/17/2014 16:31,San Jose Diridon Caltrain Station,2,148,Subscriber,95020
547719,633,11/17/2014 16:27,Steuart at Market,74,11/17/2014 16:37,San Francisco Caltrain (Townsend at 4th),70,320,Subscriber,94061
547718,697,11/17/2014 16:26,5th at Howard,57,11/17/2014 16:38,Embarcadero at Vallejo,48,439,Subscriber,94103
547717,549,11/17/2014 16:26,Temporary Transbay Terminal (Howard at Beale),55,11/17/2014 16:35,San Francisco Caltrain 2 (330 Townsend),69,361,Subscriber,94403
547716,923,11/17/2014 16:25,Golden Gate at Polk,59,11/17/2014 16:40,San Francisco Caltrain (Townsend at 4th),70,306,Subscriber,94087
547713,306,11/17/2014 16:24,Yerba Buena Center of the Arts (3rd @ Howard),68,11/17/2014 16:29,San Francisco Caltrain (Townsend at 4th),70,621,Subscriber,94041
547708,507,11/17/2014 16:21,Temporary Transbay Terminal (Howard at Beale),55,11/17/2014 16:29,San Francisco Caltrain 2 (330 Townsend),69,539,Subscriber,94025
547707,662,11/17/2014 16:21,St James Park,13,11/17/2014 16:32,St James Park,13,665,Subscriber,94086
547706,452,11/17/2014 16:20,Civic Center BART (7th at Market),72,11/17/2014 16:28,Market at Sansome,77,589,Subscriber,94121
547705,509,11/17/2014 16:19,Broadway St at Battery St,82,11/17/2014 16:28,Market at 4th,76,404,Subscriber,94115
547702,373,11/17/2014 16:19,Powell at Post (Union Square),71,11/17/2014 16:25,San Francisco Caltrain (Townsend at 4th),70,438,Subscriber,95124
547701,563,11/17/2014 16:19,Beale at Market,56,11/17/2014 16:28,San Francisco Caltrain (Townsend at 4th),70,353,Subscriber,95050
547700,1145,11/17/2014 16:18,Embarcadero at Sansome,60,11/17/2014 16:37,San Francisco Caltrain (Townsend at 4th),70,538,Subscriber,94043
547699,104,11/17/2014 16:18,2nd at Folsom,62,11/17/2014 16:20,2nd at South Park,64,512,Subscriber,94107
547698,360,11/17/2014 16:18,Post at Kearny,47,11/17/2014 16:24,Harry Bridges Plaza (Ferry Building),50,391,Subscriber,94957
547696,425,11/17/2014 16:16,2nd at Townsend,61,11/17/2014 16:23,Harry Bridges Plaza (Ferry Building),50,422,Customer,66609
547695,278,11/17/2014 16:16,Embarcadero at Sansome,60,11/17/2014 16:20,Harry Bridges Plaza (Ferry Building),50,419,Subscriber,94939
547694,468,11/17/2014 16:15,Clay at Battery,41,11/17/2014 16:23,Embarcadero at Folsom,51,624,Subscriber,94310
547693,359,11/17/2014 16:15,Market at 4th,76,11/17/2014 16:21,San Francisco Caltrain (Townsend at 4th),70,430,Subscriber,95014
547692,603,11/17/2014 16:15,Post at Kearny,47,11/17/2014 16:25,Market at 10th,67,468,Subscriber,94611
547691,414,11/17/2014 16:14,2nd at Townsend,61,11/17/2014 16:21,Mechanics Plaza (Market at Battery),75,575,Subscriber,94115
547688,885,11/17/2014 16:13,Mechanics Plaza (Market at Battery),75,11/17/2014 16:28,San Francisco Caltrain (Townsend at 4th),70,611,Subscriber,94401
547687,214,11/17/2014 16:13,Market at Sansome,77,11/17/2014 16:17,Harry Bridges Plaza (Ferry Building),50,357,Subscriber,94920
547686,698,11/17/2014 16:13,South Van Ness at Market,66,11/17/2014 16:24,San Francisco Caltrain (Townsend at 4th),70,579,Subscriber,94402
547685,572,11/17/2014 16:13,Temporary Transbay Terminal (Howard at Beale),55,11/17/2014 16:22,San Francisco Caltrain (Townsend at 4th),70,394,Subscriber,94010
547684,172,11/17/2014 16:12,Clay at Battery,41,11/17/2014 16:15,Clay at Battery,41,510,Subscriber,94310
547683,697,11/17/2014 16:11,San Francisco Caltrain (Townsend at 4th),70,11/17/2014 16:23,Beale at Market,56,432,Subscriber,94609
547682,235,11/17/2014 16:11,2nd at Folsom,62,11/17/2014 16:15,Spear at Folsom,49,562,Subscriber,94105
547679,318,11/17/2014 16:10,Embarcadero at Folsom,51,11/17/2014 16:16,2nd at Townsend,61,421,Subscriber,94158
547678,456,11/17/2014 16:08,Market at Sansome,77,11/17/2014 16:15,Golden Gate at Polk,59,516,Subscriber,94109
547677,464,11/17/2014 16:09,2nd at Townsend,61,11/17/2014 16:16,Harry Bridges Plaza (Ferry Building),50,630,Subscriber,94903
547676,404,11/17/2014 16:08,2nd at Townsend,61,11/17/2014 16:15,Market at Sansome,77,609,Subscriber,94611
547675,175,11/17/2014 16:08,Embarcadero at Vallejo,48,11/17/2014 16:11,Steuart at Market,74,320,Subscriber,94114
547674,885,11/17/2014 16:08,Mechanics Plaza (Market at Battery),75,11/17/2014 16:23,San Francisco Caltrain (Townsend at 4th),70,470,Subscriber,95051
547671,394,11/17/2014 16:08,2nd at Townsend,61,11/17/2014 16:14,Harry Bridges Plaza (Ferry Building),50,431,Subscriber,94904
547670,824,11/17/2014 16:03,Embarcadero at Vallejo,48,11/17/2014 16:17,San Francisco Caltrain (Townsend at 4th),70,267,Subscriber,94040
547669,612,11/17/2014 16:06,Beale at Market,56,11/17/2014 16:17,San Francisco Caltrain 2 (330 Townsend),69,560,Subscriber,95124
547668,413,11/17/2014 16:06,Townsend at 7th,65,11/17/2014 16:13,Civic Center BART (7th at Market),72,585,Subscriber,94609
547667,463,11/17/2014 16:06,Embarcadero at Sansome,60,11/17/2014 16:13,Harry Bridges Plaza (Ferry Building),50,96,Customer,1410
547666,557,11/17/2014 16:06,Embarcadero at Sansome,60,11/17/2014 16:15,Harry Bridges Plaza (Ferry Building),50,545,Customer,1410
547665,469,11/17/2014 16:06,San Jose City Hall,10,11/17/2014 16:14,San Jose Diridon Caltrain Station,2,653,Subscriber,94611
547664,251,11/17/2014 16:05,San Antonio Shopping Center,31,11/17/2014 16:09,San Antonio Caltrain Station,29,650,Subscriber,94550
547661,611,11/17/2014 16:03,Townsend at 7th,65,11/17/2014 16:13,Powell Street BART,39,56,Subscriber,94108
547660,659,11/17/2014 16:03,2nd at Folsom,62,11/17/2014 16:14,Powell Street BART,39,514,Subscriber,94133
547659,490,11/17/2014 16:02,South Van Ness at Market,66,11/17/2014 16:10,Townsend at 7th,65,69,Subscriber,94107
547658,370,11/17/2014 16:02,Market at Sansome,77,11/17/2014 16:08,Grant Avenue at Columbus Avenue,73,359,Customer,94133
547657,683,11/17/2014 16:02,Mechanics Plaza (Market at Battery),75,11/17/2014 16:13,San Francisco Caltrain (Townsend at 4th),70,440,Subscriber,94063
547656,161,11/17/2014 16:02,San Antonio Shopping Center,31,11/17/2014 16:04,San Antonio Caltrain Station,29,183,Subscriber,94133
547655,452,11/17/2014 16:01,Clay at Battery,41,11/17/2014 16:08,Embarcadero at Sansome,60,576,Subscriber,94133
