467432,641,9/24/2014 9:19,2nd at Townsend,61,9/24/2014 9:30,Market at Sansome,77,342,Subscriber,94301
467428,332,9/24/2014 9:18,2nd at Townsend,61,9/24/2014 9:24,Howard at 2nd,63,607,Subscriber,94109
467425,439,9/24/2014 9:18,Steuart at Market,74,9/24/2014 9:25,Yerba Buena Center of the Arts (3rd @ Howard),68,463,Subscriber,94501
467423,393,9/24/2014 9:17,Powell Street BART,39,9/24/2014 9:24,San Francisco Caltrain 2 (330 Townsend),69,375,Subscriber,94544
467421,676,9/24/2014 9:17,Embarcadero at Sansome,60,9/24/2014 9:28,Howard at 2nd,63,594,Subscriber,94105
467420,366,9/24/2014 9:16,Beale at Market,56,9/24/2014 9:23,Broadway St at Battery St,82,392,Subscriber,94132
467419,366,9/24/2014 9:16,Temporary Transbay Terminal (Howard at Beale),55,9/24/2014 9:22,Commercial at Montgomery,45,578,Subscriber,94703
467418,366,9/24/2014 9:16,2nd at Folsom,62,9/24/2014 9:22,San Francisco Caltrain (Townsend at 4th),70,379,Subscriber,94107
467417,532,9/24/2014 9:16,San Jose Diridon Caltrain Station,2,9/24/2014 9:25,MLK Library,11,251,Subscriber,94041
467416,379,9/24/2014 9:16,Civic Center BART (7th at Market),72,9/24/2014 9:22,Townsend at 7th,65,635,Subscriber,94518
467415,556,9/24/2014 9:16,San Jose Diridon Caltrain Station,2,9/24/2014 9:25,MLK Library,11,197,Subscriber,94041
467414,465,9/24/2014 9:15,Market at 4th,76,9/24/2014 9:23,2nd at South Park,64,290,Subscriber,94105
467413,304,9/24/2014 9:15,San Jose Diridon Caltrain Station,2,9/24/2014 9:20,Santa Clara at Almaden,4,696,Subscriber,94103
467412,405,9/24/2014 9:14,San Jose Diridon Caltrain Station,2,9/24/2014 9:21,St James Park,13,156,Subscriber,94105
467408,574,9/24/2014 9:14,Embarcadero at Sansome,60,9/24/2014 9:23,Mechanics Plaza (Market at Battery),75,366,Subscriber,94111
467404,317,9/24/2014 9:13,Beale at Market,56,9/24/2014 9:18,Washington at Kearny,46,446,Subscriber,94133
467403,704,9/24/2014 9:13,2nd at Townsend,61,9/24/2014 9:24,Temporary Transbay Terminal (Howard at Beale),55,623,Subscriber,94105
467402,372,9/24/2014 9:13,Market at Sansome,77,9/24/2014 9:19,2nd at South Park,64,461,Subscriber,94610
467401,886,9/24/2014 9:12,Townsend at 7th,65,9/24/2014 9:27,Market at 10th,67,651,Subscriber,95119
467400,356,9/24/2014 9:12,Market at Sansome,77,9/24/2014 9:18,2nd at South Park,64,274,Subscriber,95616
467399,362,9/24/2014 9:11,2nd at South Park,64,9/24/2014 9:17,Market at 4th,76,613,Subscriber,94102
467398,523,9/24/2014 9:10,Grant Avenue at Columbus Avenue,73,9/24/2014 9:19,Beale at Market,56,546,Subscriber,94133
467397,329,9/24/2014 9:11,Howard at 2nd,63,9/24/2014 9:16,Market at 4th,76,85,Subscriber,94610
467396,462,9/24/2014 9:10,Harry Bridges Plaza (Ferry Building),50,9/24/2014 9:18,2nd at Townsend,61,518,Subscriber,94579
467395,451,9/24/2014 9:10,Embarcadero at Bryant,54,9/24/2014 9:17,Mechanics Plaza (Market at Battery),75,480,Subscriber,94105
467394,281,9/24/2014 9:09,San Francisco Caltrain 2 (330 Townsend),69,9/24/2014 9:14,Townsend at 7th,65,426,Subscriber,94103
467393,635,9/24/2014 9:09,Market at 10th,67,9/24/2014 9:20,Beale at Market,56,452,Subscriber,94102
467391,241,9/24/2014 9:08,San Francisco Caltrain 2 (330 Townsend),69,9/24/2014 9:12,Townsend at 7th,65,569,Subscriber,95119
467390,338,9/24/2014 9:08,Commercial at Montgomery,45,9/24/2014 9:13,Temporary Transbay Terminal (Howard at Beale),55,578,Subscriber,94939
467389,632,9/24/2014 9:08,San Francisco Caltrain 2 (330 Townsend),69,9/24/2014 9:18,Market at 10th,67,286,Subscriber,94402
467388,748,9/24/2014 9:08,Market at 10th,67,9/24/2014 9:20,Clay at Battery,41,360,Subscriber,94102
467387,482,9/24/2014 9:06,Market at 4th,76,9/24/2014 9:14,Market at 10th,67,475,Subscriber,94105
467385,352,9/24/2014 9:06,2nd at South Park,64,9/24/2014 9:12,Post at Kearny,47,522,Subscriber,94107
467384,374,9/24/2014 9:05,Powell Street BART,39,9/24/2014 9:11,Market at 10th,67,462,Subscriber,94107
467383,723,9/24/2014 9:05,Temporary Transbay Terminal (Howard at Beale),55,9/24/2014 9:17,Townsend at 7th,65,600,Subscriber,94618
467382,524,9/24/2014 9:04,Steuart at Market,74,9/24/2014 9:13,2nd at Townsend,61,214,Subscriber,94117
467381,839,9/24/2014 9:04,Yerba Buena Center of the Arts (3rd @ Howard),68,9/24/2014 9:18,Embarcadero at Sansome,60,306,Subscriber,94111
467380,286,9/24/2014 9:04,Mountain View Caltrain Station,28,9/24/2014 9:08,Mountain View City Hall,27,700,Subscriber,95110
467379,464,9/24/2014 9:03,Steuart at Market,74,9/24/2014 9:11,2nd at Townsend,61,342,Subscriber,94612
467376,698,9/24/2014 9:02,Golden Gate at Polk,59,9/24/2014 9:14,San Francisco Caltrain (Townsend at 4th),70,491,Subscriber,94122
467375,271,9/24/2014 9:02,Steuart at Market,74,9/24/2014 9:07,Embarcadero at Bryant,54,222,Subscriber,94549
467374,328,9/24/2014 9:02,2nd at Folsom,62,9/24/2014 9:07,Temporary Transbay Terminal (Howard at Beale),55,412,Subscriber,94404
467373,619,9/24/2014 9:02,San Francisco Caltrain 2 (330 Townsend),69,9/24/2014 9:12,Market at 10th,67,534,Subscriber,95130
467372,329,9/24/2014 9:02,Beale at Market,56,9/24/2014 9:07,Broadway St at Battery St,82,564,Subscriber,94618
467371,697,9/24/2014 9:02,San Francisco Caltrain 2 (330 Townsend),69,9/24/2014 9:14,Market at 4th,76,502,Subscriber,94401
467369,884,9/24/2014 9:02,San Francisco Caltrain (Townsend at 4th),70,9/24/2014 9:17,Market at 10th,67,529,Subscriber,94107
467367,465,9/24/2014 9:02,Steuart at Market,74,9/24/2014 9:10,2nd at Townsend,61,544,Subscriber,94705
467366,789,9/24/2014 9:02,Harry Bridges Plaza (Ferry Building),50,9/24/2014 9:15,San Francisco Caltrain 2 (330 Townsend),69,599,Subscriber,94577
467365,229,9/24/2014 9:01,Powell at Post (Union Square),71,9/24/2014 9:05,Market at Sansome,77,281,Subscriber,94109
467363,203,9/24/2014 9:02,Civic Center BART (7th at Market),72,9/24/2014 9:05,Market at 10th,67,360,Subscriber,94112
467362,388,9/24/2014 9:01,Embarcadero at Folsom,51,9/24/2014 9:08,2nd at Townsend,61,288,Subscriber,94608
467361,809,9/24/2014 9:01,San Francisco Caltrain (Townsend at 4th),70,9/24/2014 9:15,Broadway St at Battery St,82,485,Subscriber,94022
467360,479,9/24/2014 9:01,San Francisco Caltrain (Townsend at 4th),70,9/24/2014 9:09,2nd at Folsom,62,325,Subscriber,94301
467359,708,9/24/2014 9:00,San Francisco Caltrain (Townsend at 4th),70,9/24/2014 9:12,Embarcadero at Folsom,51,519,Subscriber,94401
467358,345,9/24/2014 9:00,San Francisco Caltrain (Townsend at 4th),70,9/24/2014 9:06,2nd at Folsom,62,158,Subscriber,94010
